Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,CLTV,nps_label,charge_per_month_ratio,refund_rate,extra_charges_rate,long_distance_share,nb_services,charge_per_service,is_autopay,household_size,has_referred,Gender_Female,Gender_Male,Under 30_No,Under 30_Yes,Senior Citizen_No,Senior Citizen_Yes,Married_No,Married_Yes,Dependents_No,Dependents_Yes,Referred a Friend_No,Referred a Friend_Yes,Offer_No Offer,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Streaming Music_No,Streaming Music_Yes,Unlimited Data_No,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,tenure_bucket_0-12m,tenure_bucket_13-24m,tenure_bucket_25-48m,tenure_bucket_49-72m,nps_encoded
62,0,0,7,48.22,0,20.05,164.85,0.0,0,337.54,5595,Detractor,20.60625,0.0,0.0,2.0352125414531206,1,10.025,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,0
40,0,0,1,29.63,15,70.4,70.4,0.0,0,29.63,4238,Detractor,35.2,0.0,0.0,0.4149859943977591,3,17.6,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,0
24,0,4,7,36.14,85,49.75,331.3,0.0,0,252.98,5651,Detractor,41.4125,0.0,0.0,0.7613000300932892,5,8.291666666666666,0,1,1,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,0
64,0,1,11,25.67,18,94.0,1078.9,0.0,0,282.37,2120,Detractor,89.90833333333335,0.0,0.0,0.2614779146217242,7,11.75,0,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
53,0,0,67,22.66,27,118.35,7804.15,0.0,0,1518.22,6255,Detractor,114.76691176470588,0.0,0.0,0.19451515986239856,11,9.862499999999999,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0
55,0,0,8,0.0,4,30.45,226.45,0.0,0,0.0,4549,Detractor,25.16111111111111,0.0,0.0,0.0,2,10.15,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,0
19,0,4,44,11.24,59,96.1,4364.1,0.0,0,494.56,5606,Detractor,96.98,0.0,0.0,0.11329866440631371,7,12.0125,0,1,1,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,0
38,0,1,17,4.91,15,104.2,1743.5,0.0,0,83.47,2365,Detractor,96.86111111111111,0.0,0.0,0.047847520779593006,9,10.42,0,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,0
39,0,0,9,20.34,7,80.8,713.1,0.0,0,183.06,3890,Detractor,71.31,0.0,0.0,0.256350651169304,5,13.466666666666667,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
21,0,0,7,39.21,42,80.3,526.7,0.0,10,274.47,3949,Detractor,65.8375,0.0,0.12300123001230012,0.520125071063104,4,16.06,0,1,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,0
48,0,0,3,35.64,6,69.35,191.35,0.0,0,106.92,3520,Detractor,47.8375,0.0,0.0,0.5558617104237068,7,8.66875,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
39,0,0,22,39.58,12,89.4,2001.5,0.0,0,870.76,5438,Detractor,87.02173913043478,0.0,0.0,0.43483645443196006,6,12.771428571428572,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,0
61,0,1,53,0.0,13,60.45,3184.25,0.0,0,0.0,5650,Detractor,58.967592592592595,0.0,0.0,0.0,8,6.716666666666667,0,1,1,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0
58,0,1,8,29.0,30,84.9,764.95,0.0,0,232.0,2656,Detractor,84.99444444444445,0.0,0.0,0.3028918336706051,6,12.12857142857143,0,1,1,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
27,0,1,2,8.5,59,73.55,145.4,0.0,0,17.0,5799,Detractor,48.46666666666667,0.0,0.0,0.11612021857923496,5,12.258333333333333,0,1,1,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
24,0,1,8,11.35,0,20.15,156.25,0.0,0,90.8,4785,Detractor,17.36111111111111,0.0,0.0,0.5774244833068363,1,10.075,0,1,1,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,0
31,0,1,48,0.0,22,34.7,1604.5,0.0,0,0.0,5995,Detractor,32.744897959183675,0.0,0.0,0.0,4,6.94,0,1,1,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,0
47,0,1,8,16.88,6,101.15,842.9,0.0,0,135.04,2750,Detractor,93.65555555555555,0.0,0.0,0.16001895959236875,8,11.238888888888889,0,1,1,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,0
20,0,0,20,5.54,59,88.7,1761.45,0.0,0,110.8,4115,Detractor,83.87857142857143,0.0,0.0,0.06286703168884224,6,12.671428571428573,0,1,0,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,0
44,0,0,2,8.32,16,79.75,164.5,0.0,0,16.64,5172,Detractor,54.833333333333336,0.0,0.0,0.10054380664652568,4,15.95,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
48,0,0,27,11.09,6,94.55,2724.6,0.0,0,299.43,4464,Detractor,97.30714285714285,0.0,0.0,0.10985837980628119,7,11.81875,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0
63,0,1,52,46.59,26,96.25,4990.25,0.0,120,2422.6800000000003,4751,Detractor,94.15566037735849,0.0,1.2339331619537275,0.4853854244928626,7,12.03125,0,1,1,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,0
52,0,0,69,20.44,3,104.7,7220.35,0.0,0,1410.36,6350,Detractor,103.14785714285715,0.0,0.0,0.19530420212287175,9,10.47,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0
20,1,0,40,8.08,76,55.25,2139.2,0.0,0,323.2,2810,Detractor,52.17560975609756,0.0,0.0,0.15101392393234278,5,9.208333333333334,0,2,0,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0
53,0,0,6,1.15,3,90.1,521.3,0.0,0,6.9,5656,Detractor,74.47142857142856,0.0,0.0,0.013210798391728893,6,12.87142857142857,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
60,0,0,11,15.03,13,53.75,608.0,0.0,0,165.32999999999998,3407,Detractor,50.666666666666664,0.0,0.0,0.2714778325123152,5,8.958333333333334,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,0
43,0,0,6,2.6,22,89.3,577.6,0.0,0,15.6,5800,Detractor,82.51428571428572,0.0,0.0,0.026961631524369166,6,12.757142857142856,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,0
21,0,5,3,23.26,42,95.2,292.85,0.0,20,69.78,4176,Detractor,73.2125,0.0,0.20790020790020788,0.23746809596733026,6,13.6,0,1,1,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,0
51,0,1,8,47.91,23,74.5,609.9,0.0,0,383.28,3683,Detractor,67.76666666666667,0.0,0.0,0.6274021934850221,4,14.9,0,1,1,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
57,0,0,1,22.48,5,79.65,79.65,0.0,0,22.48,2119,Detractor,39.825,0.0,0.0,0.278735275883447,4,15.930000000000001,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
53,0,1,1,39.79,7,80.05,80.05,0.0,0,39.79,2943,Detractor,40.025,0.0,0.0,0.49093152375077115,4,16.009999999999998,0,1,1,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,0
25,0,1,29,4.0,48,89.2,2698.35,0.0,0,116.0,5292,Detractor,89.945,0.0,0.0,0.04297330838905663,7,11.15,0,1,1,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,0
59,0,1,19,14.09,25,83.65,1465.75,0.0,130,267.71,3427,Detractor,73.2875,0.0,1.5357353809805079,0.18251917504687232,5,13.941666666666668,0,1,1,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,0
62,0,1,6,31.7,0,19.5,146.3,0.0,0,190.2,5579,Detractor,20.900000000000002,0.0,0.0,1.291242362525458,1,9.75,0,1,1,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,0
58,0,0,1,6.44,4,51.25,51.25,0.0,0,6.44,2180,Detractor,25.625,0.0,0.0,0.12325358851674642,4,10.25,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,0
31,0,0,1,11.73,24,45.6,45.6,0.0,0,11.73,3037,Detractor,22.8,0.0,0.0,0.2517167381974249,3,11.4,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
49,0,0,6,48.89,22,49.65,267.35,0.0,0,293.34000000000003,4248,Detractor,38.19285714285714,0.0,0.0,1.0931246506428172,4,9.93,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
59,3,1,15,31.14,0,20.0,288.05,0.0,0,467.1,4672,Detractor,18.003125,0.0,0.0,1.615983393876492,1,10.0,0,4,1,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,0
19,0,1,25,0.0,82,34.0,853.0,0.0,0,0.0,5024,Detractor,32.80769230769231,0.0,0.0,0.0,3,8.5,0,1,1,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,0
52,0,1,13,17.83,10,88.35,1222.8,0.0,0,231.79,3740,Detractor,87.34285714285714,0.0,0.0,0.1894018630495179,6,12.62142857142857,0,1,1,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,0
38,0,1,49,6.45,10,107.95,5293.2,0.0,0,316.05,5785,Detractor,105.86399999999999,0.0,0.0,0.059697404707037896,10,9.813636363636364,0,1,1,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,0
26,0,0,37,3.27,71,64.75,2345.2,0.0,0,120.99,5554,Detractor,61.715789473684204,0.0,0.0,0.051568493734549484,6,9.25,0,1,0,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,0
49,0,0,26,6.24,25,89.8,2335.3,0.0,0,162.24,3452,Detractor,86.4925925925926,0.0,0.0,0.0694431365834867,6,12.828571428571427,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,0
61,0,0,12,34.81,16,95.5,1115.15,0.0,0,417.72,3538,Detractor,85.78076923076924,0.0,0.0,0.3742507727455987,7,11.9375,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,0
64,0,3,5,36.88,8,84.5,453.75,0.0,0,184.4,5141,Detractor,75.625,0.0,0.0,0.4054975261132491,6,12.071428571428571,0,1,1,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
26,0,0,18,28.59,26,90.7,1597.25,0.0,0,514.62,2931,Detractor,84.0657894736842,0.0,0.0,0.3219896762083529,7,11.3375,0,1,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,0
20,0,0,54,43.47,82,103.95,5639.05,0.0,0,2347.38,6117,Detractor,102.52818181818182,0.0,0.0,0.4161984379571103,9,10.395,0,1,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,0
39,0,0,10,5.63,26,74.75,799.65,0.0,0,56.3,5578,Detractor,72.69545454545454,0.0,0.0,0.07031786673327921,4,14.95,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
20,0,0,1,22.82,27,50.8,50.8,0.0,0,22.82,4535,Detractor,25.4,0.0,0.0,0.4405405405405406,4,10.16,0,1,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
42,0,0,2,39.03,30,80.25,144.55,0.0,10,78.06,5055,Detractor,48.18333333333334,0.0,0.12307692307692308,0.5363105462040536,3,20.0625,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,0
62,0,1,32,22.57,11,78.9,2447.95,0.0,0,722.24,5949,Detractor,74.18030303030302,0.0,0.0,0.294918230261949,5,13.15,0,1,1,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,0
22,0,0,36,43.97,42,84.75,3050.15,0.0,0,1582.92,5272,Detractor,82.43648648648649,0.0,0.0,0.5187945528735067,6,12.107142857142858,0,1,0,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,0
38,0,0,53,16.43,29,85.45,4517.25,0.0,0,870.79,4753,Detractor,83.65277777777777,0.0,0.0,0.19272727272727272,5,14.241666666666667,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,0
46,1,4,1,45.77,0,19.9,19.9,0.0,0,45.77,5441,Detractor,9.95,0.0,0.0,2.189952153110048,1,9.95,0,2,1,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,0
48,0,0,1,27.12,23,70.6,70.6,0.0,0,27.12,4063,Detractor,35.3,0.0,0.0,0.37877094972067044,3,17.65,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
61,0,0,5,20.2,23,81.0,389.6,0.0,10,101.0,3718,Detractor,64.93333333333334,0.0,0.12195121951219512,0.2585765488991295,3,20.25,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0
61,0,0,6,39.32,12,84.85,523.5,0.0,0,235.92,3420,Detractor,74.78571428571429,0.0,0.0,0.4497998093422307,5,14.141666666666666,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
30,0,0,64,24.23,73,105.65,6903.1,0.0,0,1550.72,4870,Detractor,106.20153846153846,0.0,0.0,0.22460856592459552,9,10.565000000000001,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,0
40,0,0,13,12.54,20,80.85,1008.7,0.0,0,163.01999999999998,5964,Detractor,72.05,0.0,0.0,0.16145389719718725,5,13.475,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,0
62,0,3,9,26.51,18,89.45,853.1,0.0,0,238.59,4971,Detractor,85.31,0.0,0.0,0.2793466807165437,6,12.778571428571428,0,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,0
49,0,0,10,33.75,11,72.15,794.25,0.0,80,337.5,2457,Detractor,72.20454545454545,0.0,1.0936431989063566,0.42439484438855707,6,10.307142857142859,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0
39,0,0,2,41.64,25,76.4,160.8,0.0,0,83.28,3005,Detractor,53.6,0.0,0.0,0.5147095179233622,8,8.488888888888889,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,0
35,0,0,9,19.18,27,79.9,741.7,0.0,0,172.62,4748,Detractor,74.17,0.0,0.0,0.23242224316682375,5,13.316666666666668,0,1,0,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,0
57,0,1,70,42.67,24,65.3,4759.75,0.0,0,2986.9,5591,Detractor,67.03873239436619,0.0,0.0,0.6274011447776086,7,8.1625,0,1,1,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,0
43,0,0,1,17.25,0,19.65,19.65,0.0,0,17.25,5717,Detractor,9.825,0.0,0.0,0.8353510895883778,1,9.825,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,0
25,0,0,1,22.3,51,84.65,84.65,0.0,40,22.3,4261,Detractor,42.325,0.0,0.4670169293636894,0.2603619381202569,4,16.93,0,1,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,0
46,0,0,13,0.0,16,31.05,347.25,0.0,0,0.0,5131,Detractor,24.803571428571427,0.0,0.0,0.0,3,7.7625,0,1,0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,0
56,0,0,7,34.49,22,51.0,354.05,0.0,0,241.43,3736,Detractor,44.25625,0.0,0.0,0.6799887339811295,4,10.2,0,1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,0
